"번호","구분","업체명","소재지","인허가 정보","이전인허가정보"
"918"," 미용","개편한카페","서울특별시 금천구 시흥동","317000004920180041","317000003720180041"
"919"," 미용","파랑새동물병원","서울특별시 금천구 독산동","317000004920180039","317000003720180039"
"920"," 미용","조아동물병원","서울특별시 금천구 독산동","317000004920180035","317000003720180035"
"921"," 미용","24시 글로리 동물병원","서울특별시 금천구 독산동","317000004920180037","317000003720180037"
"922"," 미용","그린동물병원","서울특별시 금천구 독산동","317000004920180034","317000003720180034"
"923"," 미용","독산온동물병원","서울특별시 금천구 독산동","317000004920180033","317000003720180033"
"924"," 미용","우리동물메디컬센터","서울특별시 금천구 독산동","317000004920180032","317000003720180032"
"925"," 미용","쿨펫동물병원","서울특별시 금천구 독산동","317000004920180030","317000003720180030"
"926"," 미용","제일종합동물병원","서울특별시 금천구 시흥동","317000004920180029","317000003720180029"
"927"," 미용","하룻강아지","서울특별시 금천구 시흥동","317000004920180019","317000003720180019"
"928"," 미용","파트너펫","서울특별시 금천구 시흥동","317000004920180025","317000003720180025"
"929"," 미용","금천종합동물병원","서울특별시 금천구 독산동","317000004920180021","317000003720180021"
"930"," 미용","해피치 애견카페","서울특별시 금천구 독산동","317000004920180024","317000003720180024"
"931"," 미용","금천24시 K동물의료센터","서울특별시 금천구 시흥동","317000004920180018","317000003720180018"
"932"," 미용","노아동물병원","서울특별시 금천구 시흥동","317000004920180015","317000003720180015"
"933"," 미용","조정연동물병원","서울특별시 금천구 시흥동","317000004920180014","317000003720180014"
"934"," 미용","몽하우스","서울특별시 금천구 시흥동","317000004920180013","317000003720180013"
"935"," 미용","금나래동물병원","서울특별시 금천구 독산동","317000004920180011","317000003720180011"
"936"," 미용","더 예쁘개","서울특별시 금천구 독산동","317000004920180009","317000003720180009"
"937"," 미용","고양이무마취미용 고무미","서울특별시 금천구 독산동","317000004920180006","317000003720180006"
"938"," 미용","더조은동물의료센터","서울특별시 금천구 시흥동","317000004920180003","317000003720180003"
"939"," 미용","올댓퍼피(ALL THAT PUPPY)","서울특별시 영등포구 신길동","318000004920220002",""
"940"," 미용","유니독","서울특별시 영등포구 영등포동","318000004920220001",""
"941"," 미용","안녕 그림아","서울특별시 영등포구 당산동3가","318000004920210012","318000003720210012"
"942"," 미용","캣독방","서울특별시 영등포구 영등포동7가","318000004920210009","318000003720210009"
"943"," 미용","다움동물병원","서울특별시 영등포구 신길동","318000004920210008","318000003720210008"
"944"," 미용","봄을 다듬다","서울특별시 영등포구 신길동","318000004920210006","318000003720210006"
"945"," 미용","민s 펫살롱","서울특별시 영등포구 신길동","318000004920210004","318000003720210004"
"946"," 미용","소우주 애견미용실","서울특별시 영등포구 당산동4가","318000004920210002","318000003720210002"
"947"," 미용","베이비펫","서울특별시 영등포구 신길동","318000004920200012","318000003720200012"
"948"," 미용","다즐링(Dazzling)","서울특별시 영등포구 신길동","318000004920200010","318000003720200010"
"949"," 미용","우아한강아지","서울특별시 영등포구 당산동3가","318000004920200004","318000003720200004"
"950"," 미용","휴먼플러스(개밥주는고양이)","서울특별시 영등포구 신길동","318000004920200001","318000003720200001"
"951"," 미용","살롱드미미즈","서울특별시 영등포구 양평동5가","318000004920190023","318000003720190023"
"952"," 미용","스타일좋개","서울특별시 영등포구 당산동","318000004920190022","318000003720190022"
"953"," 미용","BOB영등포점","서울특별시 영등포구 영등포동","318000004920190020","318000003720190020"
"954"," 미용","애견이야기","서울특별시 영등포구 신길동","318000004920190018","318000003720190018"
"955"," 미용","도그밍","서울특별시 영등포구 양평동5가","318000004920190014","318000003720190014"
"956"," 미용","라이프 동물병원","서울특별시 영등포구 신길동","318000004920190009","318000003720190009"
"957"," 미용","한가람동물의료센터","서울특별시 영등포구 신길동","318000004920190004","318000003720190004"
"958"," 미용","꽃단장 애견미용실","서울특별시 영등포구 영등포동7가","318000004920190005","318000003720190005"
"959"," 미용","제이제이스타일","서울특별시 영등포구 신길동","318000004920190001","318000003720190001"
"960"," 미용","유석동물병원","서울특별시 영등포구 신길동","318000004920180040","318000003720180040"
"961"," 미용","디오빌 애견미용","서울특별시 영등포구 당산동5가","318000004920180037","318000003720180037"
"962"," 미용","이든 동물의료센터","서울특별시 영등포구 당산동5가","318000004920180038","318000003720180038"
"963"," 미용","영등포 우신종합 동물병원","서울특별시 영등포구 신길동","318000004920180035","318000003720180035"
"964"," 미용","Dr.수 동물병원","서울특별시 영등포구 여의도동","318000004920180033","318000003720180033"
"965"," 미용","참 동물병원","서울특별시 영등포구 신길동","318000004920180032","318000003720180032"
"966"," 미용","여의도 동물병원 은하점","서울특별시 영등포구 여의도동","318000004920180027","318000003720180027"
"967"," 미용","영등포 동물병원","서울특별시 영등포구 당산동1가","318000004920180025","318000003720180025"
"968"," 미용","아람 동물병원","서울특별시 영등포구 신길동","318000004920180023","318000003720180023"
"969"," 미용","온누리 종합 동물병원","서울특별시 영등포구 신길동","318000004920180021","318000003720180021"
"970"," 미용","도그플러스 동물병원","서울특별시 영등포구 문래동3가","318000004920180019","318000003720180019"
"971"," 미용","24시 수 동물메디컬센터","서울특별시 영등포구 양평동1가","318000004920180017","318000003720180017"
"972"," 미용","미소로 동물병원","서울특별시 영등포구 영등포동8가","318000004920180015","318000003720180015"
"973"," 미용","신길 온동물병원","서울특별시 영등포구 신길동","318000004920180013","318000003720180013"
"974"," 미용","왈츠동물병원","서울특별시 영등포구 대림동","318000004920180009","318000003720180009"
"975"," 미용","솔펫살롱","서울특별시 영등포구 신길동","318000004920180008","318000003720180008"
"976"," 미용","러브펫 동물병원","서울특별시 영등포구 영등포동4가","318000004920180011","318000003720180011"
"977"," 미용","비쇼네","서울특별시 영등포구 여의도동","318000004920180006","318000003720180006"
"978"," 미용","그루밍 하와이","서울특별시 동작구 노량진동","319000004920230004",""
"979"," 미용","멍블리 펫","서울특별시 동작구 상도동","319000004920230003",""
"980"," 미용","위대한캣츠비","서울특별시 동작구 동작동","319000004920230002",""
"981"," 미용","그루밍공방","서울특별시 동작구 신대방동","319000004920230001",""
"982"," 미용","메모리멍","서울특별시 동작구 신대방동","319000004920190011","319000003720190011"
"983"," 미용","컴포터블(Comfortable)","서울특별시 동작구 상도1동","319000004920210006","319000003720210006"
"984"," 미용","귀엽개","서울특별시 동작구 사당동","319000004920210004","319000003720210004"
"985"," 미용","인형제작소","서울특별시 동작구 신대방동","319000004920210001","319000003720210001"
"986"," 미용","피닉스 동물병원","서울특별시 동작구 대방동","319000004920200014","319000003720200014"
"987"," 미용","뽀리&쵸쵸","서울특별시 동작구 신대방동","319000004920200013","319000003720200013"
"988"," 미용","흑석24시동물병원","서울특별시 동작구 흑석동","319000004920200006","319000003720200006"
"989"," 미용","다정다감, 봄","서울특별시 동작구 상도동","319000004920200004","319000003720200004"
"990"," 미용","꼬리치는 강아지","서울특별시 동작구 상도동","319000004920190010","319000003720190010"
"991"," 미용","하나사랑동물병원","서울특별시 동작구 상도동","319000004920190008","319000003720190008"
"992"," 미용","수진애견미용","서울특별시 동작구 사당동","319000004920190004","319000003720190004"
"993"," 미용","도토리펫샵","서울특별시 동작구 사당동","319000004920190002","319000003720190002"
"994"," 미용","우리아이 동물병원","서울특별시 동작구 상도동","319000004920190001","319000003720190001"
"995"," 미용","슈슈펫살롱","서울특별시 동작구 신대방동","319000004920180035","319000003720180035"
"996"," 미용","나밍밍 강아지네","서울특별시 동작구 흑석동","319000004920180033","319000003720180033"
"997"," 미용","나을동물병원","서울특별시 동작구 사당동","319000004920180031","319000003720180031"
"998"," 미용","굿파파24시 반려동물 건강검진센터","서울특별시 동작구 사당동","319000004920180028","319000003720180028"
"999"," 미용","사당동물병원","서울특별시 동작구 사당동","319000004920180027","319000003720180027"
"1000"," 미용","나무동물병원","서울특별시 동작구 흑석동","319000004920180026","319000003720180026"
"1001"," 미용","이수동물병원","서울특별시 동작구 사당동","319000004920180025","319000003720180025"
"1002"," 미용","디아크동물종합병원","서울특별시 동작구 노량진동","319000004920180022","319000003720180022"
"1003"," 미용","우리아이동물병원","서울특별시 동작구 상도동","319000004920180020","319000003720180020"
"1004"," 미용","착한강아지","서울특별시 동작구 상도동","319000004920180017","319000003720180017"
"1005"," 미용","보라매웰종합동물병원","서울특별시 동작구 대방동","319000004920180016","319000003720180016"
"1006"," 미용","정겨운동물병원","서울특별시 동작구 상도1동","319000004920180014","319000003720180014"
"1007"," 미용","재미나개","서울특별시 동작구 흑석동","319000004920180012","319000003720180012"
"1008"," 미용","두젠틀","서울특별시 동작구 상도동","319000004920180009","319000003720180009"
"1009"," 미용","밀크펫살롱","서울특별시 동작구 대방동","319000004920180008","319000003720180008"
"1010"," 미용","유케어종합동물병원","서울특별시 동작구 상도동","319000004920180006","319000003720180006"
"1011"," 미용","지엔동물병원","서울특별시 동작구 상도동","319000004920180004","319000003720180004"
"1012"," 미용","세인트필립동물병원","서울특별시 동작구 사당동","319000004920180003","319000003720180003"
"1013"," 미용","백살롱","서울특별시 동작구 사당동","319000004920180002","319000003720180002"
"1014"," 미용","엠펫","서울특별시 동작구 상도동","319000004920180001","319000003720180001"
"1015"," 미용","따뜻하개","서울특별시 관악구 신림동","320000004920220006",""
"1016"," 미용","가치있개","서울특별시 관악구 봉천동","320000004920220005",""
"1017"," 미용","oh my dog(오마이독)","서울특별시 관악구 봉천동","320000004920220004","320000003720220004"
"1018"," 미용","뽀송캣","서울특별시 관악구 신림동","320000004920220001","320000003720220001"
"1019"," 미용","이로애견미용실","서울특별시 관악구 신림동","320000004920210004","320000003720210004"
"1020"," 미용","혼자두면 장판뜯어서 차린 개카페","서울특별시 관악구 봉천동","320000004920210001","320000003720210001"
"1021"," 미용","똘이살롱","서울특별시 관악구 신림동","320000004920200013","320000003720200013"
"1022"," 위탁관리 미용","두리디엠 (미즈미스터펫)","서울특별시 관악구 신림동","320000004920200011","320000003720200011"
"1023"," 위탁관리 미용","아름다울, 개","서울특별시 관악구 신림동","320000004920200009","320000003720200009"
"1024"," 미용","비바동물병원","서울특별시 관악구 봉천동","320000004920200008","320000003720200008"
"1025"," 미용","디어몽 (Dear mong)","서울특별시 관악구 신림동","320000004920200006","320000003720200006"
"1026"," 미용","쁜이네 살롱","서울특별시 관악구 봉천동","320000004920200005","320000003720200005"
"1027"," 미용","보그펫","서울특별시 관악구 봉천동","320000004920190025","320000003720190025"
"1028"," 미용","도그 인 시티","서울특별시 관악구 신림동","320000004920190023","320000003720190023"
"1029"," 미용","몽블레스","서울특별시 관악구 신림동","320000004920190020","320000003720190020"
"1030"," 미용","방가댕댕","서울특별시 관악구 봉천동","320000004920190017","320000003720190017"
"1031"," 미용","블링블링하개","서울특별시 관악구 신림동","320000004920190014","320000003720190014"
"1032"," 미용","24시굿케어동물의료센터","서울특별시 관악구 봉천동","320000004920190011","320000003720190011"
"1033"," 미용","개엄마","서울특별시 관악구 신림동","320000004920190008","320000003720190008"
"1034"," 미용","위드유펫살롱(With You Petsalon)","서울특별시 관악구 신림동","320000004920190003","320000003720190003"
"1035"," 미용","블랑카","서울특별시 관악구 신림동","320000004920180093","320000003720180093"
"1036"," 미용","프란다스의개","서울특별시 관악구 신림동","320000004920180091","320000003720180091"
"1037"," 미용","멍멍샵","서울특별시 관악구 신림동","320000004920180087","320000003720180087"
"1038"," 미용","샴푸하는강아지","서울특별시 관악구 봉천동","320000004920180081","320000003720180081"
"1039"," 미용","차르도르 애견카페","서울특별시 관악구 봉천동","320000004920180079","320000003720180079"
"1040"," 미용","보라매동물병원","서울특별시 관악구 봉천동","320000004920180077","320000003720180077"
"1041"," 미용","정훈넷(도그넷애견미용실)","서울특별시 관악구 봉천동","320000004920180074","320000003720180074"
"1042"," 미용","나눔동물병원","서울특별시 관악구 봉천동","320000004920180066","320000003720180066"
"1043"," 미용","행복한동물병원","서울특별시 관악구 봉천동","320000004920180062","320000003720180062"
"1044"," 미용","더블유동물병원","서울특별시 관악구 봉천동","320000004920180064","320000003720180064"
"1045"," 미용","독특하개","서울특별시 관악구 신림동","320000004920180060","320000003720180060"
"1046"," 미용","투니애견미용실","서울특별시 관악구 신림동","320000004920180058","320000003720180058"
"1047"," 미용","늘푸른동물병원","서울특별시 관악구 신림동","320000004920180057","320000003720180057"
"1048"," 미용","개라다이스","서울특별시 관악구 봉천동","320000004920180053","320000003720180053"
"1049"," 미용","비타민동물병원","서울특별시 관악구 봉천동","320000004920180048","320000003720180048"
"1050"," 미용","러브펫애견용품","서울특별시 관악구 신림동","320000004920180046","320000003720180046"
"1051"," 미용","형제종합동물병원","서울특별시 관악구 봉천동","320000004920180044","320000003720180044"
"1052"," 미용","모찌애견샵","서울특별시 관악구 신림동","320000004920180042","320000003720180042"
"1053"," 미용","삐삐살롱","서울특별시 관악구 봉천동","320000004920180039","320000003720180039"
"1054"," 미용","양지동물병원","서울특별시 관악구 봉천동","320000004920180040","320000003720180040"
"1055"," 미용","로잔동물의료센터","서울특별시 관악구 봉천동","320000004920180037","320000003720180037"
"1056"," 미용","관악동물종합병원","서울특별시 관악구 봉천동","320000004920180036","320000003720180036"
"1057"," 미용","투퍼피","서울특별시 관악구 신림동","320000004920180033","320000003720180033"
"1058"," 미용","서울종합동물병원","서울특별시 관악구 신림동","320000004920180031","320000003720180031"
"1059"," 미용","한성동물병원","서울특별시 관악구 신림동","320000004920180029","320000003720180029"
"1060"," 미용","DS동물병원","서울특별시 관악구 신림동","320000004920180027","320000003720180027"
"1061"," 미용","아이러브펫 동물병원","서울특별시 관악구 남현동","320000004920180026","320000003720180026"
"1062"," 미용","클린펫","서울특별시 관악구 신림동","320000004920180024","320000003720180024"
"1063"," 미용","지니펫","서울특별시 관악구 신림동","320000004920180017","320000003720180017"
"1064"," 미용","아지멍멍","서울특별시 관악구 신림동","320000004920180012","320000003720180012"
"1065"," 미용","행복한 강아지","서울특별시 관악구 신림동","320000004920180006","320000003720180006"
"1066"," 미용","아이러브도그","서울특별시 관악구 봉천동","320000004920180005","320000003720180005"
"1067"," 미용","커먼독","서울특별시 서초구 양재동","321000004920230001",""
"1068"," 미용","노아네","서울특별시 서초구 방배동","321000004920220011",""
"1069"," 미용","꽃길걷개","서울특별시 서초구 서초동","321000004920220010","321000003720220010"
"1070"," 미용","블랙스완","서울특별시 서초구 서초동","321000004920220007","321000003720220007"
"1071"," 미용","두두 DOUX DOUX","서울특별시 서초구 방배동","321000004920220006","321000003720220006"
"1072"," 미용","주식회사 위드랜드","서울특별시 서초구 반포동","321000004920220001","321000003720220001"
"1073"," 미용","알베로 몽(Albero mon)","서울특별시 서초구 양재동","321000004920210009","321000003720210009"
"1074"," 미용","펫테라피엣샘","서울특별시 서초구 방배동","321000004920210008","321000003720210008"
"1075"," 미용","(주)스타몽","서울특별시 서초구 서초동","321000004920210007","321000003720210007"
"1076"," 미용","케이펫스타(K-펫스타)","서울특별시 서초구 잠원동","321000004920210004","321000003720210004"
"1077"," 미용","파파동물병원","서울특별시 서초구 잠원동","321000004920210003","321000003720210003"
"1078"," 미용","HELP 유기동물 의료센터","서울특별시 서초구 방배동","321000004920200017","321000003720200017"
"1079"," 미용","주식회사 하울팟","서울특별시 서초구 서초동","321000004920200014","321000003720200014"
"1080"," 미용","서울종합동물병원방배","서울특별시 서초구 방배동","321000004920200012","321000003720200012"
"1081"," 미용","올리유 ALLY.U","서울특별시 서초구 서초동","321000004920200011","321000003720200011"
"1082"," 미용","샵 세린파크","서울특별시 서초구 방배동","321000004920200010","321000003720200010"
"1083"," 미용","미독스","서울특별시 서초구 우면동","321000004920200008","321000003720200008"
"1084"," 미용","LAONHAJE(라온하제)","서울특별시 서초구 방배동","321000004920200004","321000003720200004"
"1085"," 미용","꼬몽드","서울특별시 서초구 양재동","321000004920200003","321000003720200003"
"1086"," 미용","(주)프랑소와펫","서울특별시 서초구 반포동","321000004920200002","321000003720200002"
"1087"," 미용","봄 펫살롱","서울특별시 서초구 양재동","321000004920200001","321000003720200001"
"1088"," 미용","개똥이네","서울특별시 서초구 반포동","321000004920190038","321000003720190038"
"1089"," 미용","브라더 독(Brother Dog)","서울특별시 서초구 방배동","321000004920190034","321000003720190034"
"1090"," 미용","Im","서울특별시 서초구 반포동","321000004920190032","321000003720190032"
"1091"," 미용","서초이음동물병원","서울특별시 서초구 서초동","321000004920190030","321000003720190030"
"1092"," 미용","에이비씨(ABC)동물병원","서울특별시 서초구 서초동","321000004920190027","321000003720190027"
"1093"," 미용","퍼피라인","서울특별시 서초구 방배동","321000004920190024","321000003720190024"
"1094"," 미용","브이케어","서울특별시 서초구 반포동","321000004920190020","321000003720190020"
"1095"," 미용","반포자이동물병원","서울특별시 서초구 반포동","321000004920190016","321000003720190016"
"1096"," 미용","24시예스동물병원","서울특별시 서초구 반포동","321000004920190017","321000003720190017"
"1097"," 미용","야옹아 멍멍해봐 양재점","서울특별시 서초구 양재동","321000004920190015","321000003720190015"
"1098"," 미용","내품에 강아지","서울특별시 서초구 서초동","321000004920190014","321000003720190014"
"1099"," 미용","플라이플라잉","서울특별시 서초구 반포동","321000004920190008","321000003720190008"
"1100"," 미용","마이펫스토리 (MY PET STORY)","서울특별시 서초구 반포동","321000004920190007","321000003720190007"
"1101"," 미용","심콩캣","서울특별시 서초구 서초동","321000004920180094","321000003720180094"
"1102"," 미용","헤이븐동물병원 이수점","서울특별시 서초구 방배동","321000004920180093","321000003720180093"
"1103"," 미용","이을반려동물케어센터","서울특별시 서초구 반포동","321000004920180088","321000003720180088"
"1104"," 미용","개랑놀아주는남자","서울특별시 서초구 서초동","321000004920180080","321000003720180080"
"1105"," 미용","한동물병원","서울특별시 서초구 양재동","321000004920180082","321000003720180082"
"1106"," 미용","레스펫동물병원","서울특별시 서초구 양재동","321000004920180086","321000003720180086"
"1107"," 미용","내방동물병원","서울특별시 서초구 방배동","321000004920180085","321000003720180085"
"1108"," 미용","서래동물병원","서울특별시 서초구 반포동","321000004920180076","321000003720180076"
"1109"," 미용","라파엘동물병원","서울특별시 서초구 반포동","321000004920180078","321000003720180078"
"1110"," 미용","리즈동물병원","서울특별시 서초구 잠원동","321000004920180075","321000003720180075"
"1111"," 미용","동건스애견카페","서울특별시 서초구 방배동","321000004920180068","321000003720180068"
"1112"," 미용","개아범","서울특별시 서초구 반포동","321000004920180072","321000003720180072"
"1113"," 미용","버블독","서울특별시 서초구 방배동","321000004920180070","321000003720180070"
"1114"," 미용","수동물병원","서울특별시 서초구 방배동","321000004920180073","321000003720180073"
"1115"," 미용","신세계 동물병원","서울특별시 서초구 반포동","321000004920180058","321000003720180058"
"1116"," 미용","에이원동물병원","서울특별시 서초구 서초동","321000004920180056","321000003720180056"
"1117"," 미용","반려동물 의료센터 다울","서울특별시 서초구 방배동","321000004920180054","321000003720180054"
"1118"," 미용","메이페어","서울특별시 서초구 방배동","321000004920180061","321000003720180061"
"1119"," 미용","남서울동물병원","서울특별시 서초구 방배동","321000004920180050","321000003720180050"
"1120"," 미용","하나동물병원","서울특별시 서초구 신원동","321000004920180047","321000003720180047"
"1121"," 미용","한나동물병원","서울특별시 서초구 방배동","321000004920180052","321000003720180052"
"1122"," 미용","서이동물병원","서울특별시 서초구 서초동","321000004920180045","321000003720180045"
"1123"," 미용","다니엘동물병원","서울특별시 서초구 서초동","321000004920180043","321000003720180043"
"1124"," 미용","에이블동물병원","서울특별시 서초구 양재동","321000004920180040","321000003720180040"
"1125"," 미용","서초M동물의료센터","서울특별시 서초구 서초동","321000004920180036","321000003720180036"
"1126"," 미용","VIP펫","서울특별시 서초구 방배동","321000004920180034","321000003720180034"
"1127"," 미용","두리종합동물병원","서울특별시 서초구 반포동","321000004920180032","321000003720180032"
"1128"," 미용","서초동물병원","서울특별시 서초구 서초동","321000004920180031","321000003720180031"
"1129"," 미용","신반포동물병원","서울특별시 서초구 반포동","321000004920180027","321000003720180027"
"1130"," 미용","잇츠그루밍타임","서울특별시 서초구 방배동","321000004920180025","321000003720180025"
"1131"," 미용","방배한강동물병원","서울특별시 서초구 방배동","321000004920180023","321000003720180023"
"1132"," 미용","꿈꾸는동물병원","서울특별시 서초구 반포동","321000004920180018","321000003720180018"
"1133"," 미용","개이쁨미용실","서울특별시 서초구 반포동","321000004920180014","321000003720180014"
"1134"," 미용","디아나동물병원부속반려동물미용실","서울특별시 서초구 방배동","321000004920180013","321000003720180013"
"1135"," 위탁관리 미용","달링그루밍(Darling Grooming)","서울특별시 서초구 잠원동","321000004920180012","321000003720180012"
"1136"," 미용","메디펫동물병원","서울특별시 서초구 서초동","321000004920180011","321000003720180011"
"1137"," 미용","해뜨는동물병원해질녘책방","서울특별시 서초구 잠원동","321000004920180005","321000003720180005"
"1138"," 미용","써니스펫 센트럴시티점","서울특별시 서초구 반포동","321000004920180002","321000003720180002"
"1139"," 미용","멈무스","서울특별시 강남구 청담동","322000004920230002",""
"1140"," 미용","캣 샵 하우스(CAT # HOUSE)","서울특별시 강남구 논현동","322000004920230001",""
"1141"," 미용","버블리","서울특별시 강남구 청담동","322000004920220024",""
"1142"," 미용","퍼피랩 익스클루시브","서울특별시 강남구 청담동","322000004920220023",""
"1143"," 미용","아베끄슈슈(배냇미용 전문)","서울특별시 강남구 삼성동","322000004920220022",""
"1144"," 미용","루피살롱","서울특별시 강남구 논현동","322000004920220021",""
"1145"," 미용","멍돌핀","서울특별시 강남구 논현동","322000004920220020","322000003720220020"
"1146"," 미용","ALOHA","서울특별시 강남구 논현동","322000004920220019","322000003720220019"
"1147"," 미용","뷰티반려문화","서울특별시 강남구 논현동","322000004920220017","322000003720220017"
"1148"," 미용","마이리틀프렌드 강남점","서울특별시 강남구 논현동","322000004920220014","322000003720220014"
"1149"," 미용","마이 뷰티 독","서울특별시 강남구 역삼동","322000004920220011","322000003720220011"
"1150"," 미용","산책","서울특별시 강남구 논현동","322000004920220010","322000003720220010"
"1151"," 미용","강아지집","서울특별시 강남구 삼성동","322000004920220009","322000003720220009"
"1152"," 미용","일랑일랑","서울특별시 강남구 역삼동","322000004920220008","322000003720220008"
"1153"," 미용","메리펫살롱","서울특별시 강남구 역삼동","322000004920220007","322000003720220007"
"1154"," 미용","엘리자바스(ElizaBath)","서울특별시 강남구 논현동","322000004920220005","322000003720220005"
"1155"," 미용","주식회사 개신남","서울특별시 강남구 역삼동","322000004920220004","322000003720220004"
"1156"," 미용","나리울 동물병원","서울특별시 강남구 일원동","322000004920220002","322000003720220002"
"1157"," 미용","독핏코리아","서울특별시 강남구 논현동","322000004920210041","322000003720210041"
"1158"," 미용","디아동물병원","서울특별시 강남구 개포동","322000004920210040","322000003720210040"
"1159"," 미용","쏘큐트 펫살롱","서울특별시 강남구 역삼동","322000004920210036","322000003720210036"
"1160"," 미용","나나리펫하우스","서울특별시 강남구 개포동","322000004920210034","322000003720210034"
"1161"," 미용","다랑 동물병원","서울특별시 강남구 개포동","322000004920210029","322000003720210029"
"1162"," 미용","애니살롱","서울특별시 강남구 삼성동","322000004920210028","322000003720210028"
"1163"," 미용","몽셰리","서울특별시 강남구 논현동","322000004920210023","322000003720210023"
"1164"," 미용","얼바인 동물병원","서울특별시 강남구 자곡동","322000004920210021","322000003720210021"
"1165"," 미용","주식회사 천일오토모빌","서울특별시 강남구 논현동","322000004920210020","322000003720210020"
"1166"," 미용","닥터박동물병원","서울특별시 강남구 역삼동","322000004920210019","322000003720210019"
"1167"," 미용","그레이닝 Graining","서울특별시 강남구 청담동","322000004920210015","322000003720210015"
"1168"," 미용","KNOLLO(놀로)","서울특별시 강남구 청담동","322000004920210014","322000003720210014"
"1169"," 미용","도킹어바웃","서울특별시 강남구 개포동","322000004920210008","322000003720210008"
"1170"," 미용","엘리 애견미용실","서울특별시 강남구 역삼동","322000004920210007","322000003720210007"
"1171"," 미용","설레임","서울특별시 강남구 청담동","322000004920210002","322000003720210002"
"1172"," 미용","캐릭터그루밍","서울특별시 강남구 도곡동","322000004920210001","322000003720210001"
"1173"," 미용","BAOBEI(바오베이)","서울특별시 강남구 논현동","322000004920200047","322000003720200047"
"1174"," 미용","La Bellamoff(라 벨라모프)","서울특별시 강남구 신사동","322000004920200046","322000003720200046"
"1175"," 미용","불도저 독 케어 센터","서울특별시 강남구 역삼동","322000004920200044","322000003720200044"
"1176"," 미용","해피퍼피 미용실","서울특별시 강남구 논현동","322000004920200039","322000003720200039"
"1177"," 미용","머멍펫살롱(MuMung)","서울특별시 강남구 논현동","322000004920200033","322000003720200033"
"1178"," 미용","전설의 그루밍","서울특별시 강남구 논현동","322000004920200032","322000003720200032"
"1179"," 미용","담담 그루밍 샵","서울특별시 강남구 삼성동","322000004920200030","322000003720200030"
"1180"," 미용","킹독","서울특별시 강남구 역삼동","322000004920200028","322000003720200028"
"1181"," 미용","조이피아","서울특별시 강남구 역삼동","322000004920200024","322000003720200024"
"1182"," 미용","오리지널그루밍","서울특별시 강남구 역삼동","322000004920200019","322000003720200019"
"1183"," 미용","커비동물병원","서울특별시 강남구 논현동","322000004920200014","322000003720200014"
"1184"," 미용","디자인독","서울특별시 강남구 논현동","322000004920200010","322000003720200010"
"1185"," 미용","프랑소와펫 강남센터점","서울특별시 강남구 신사동","322000004920200006","322000003720200006"
"1186"," 미용","대치동물메디컬센터","서울특별시 강남구 대치동","322000004920190085","322000003720190085"
"1187"," 미용","펌킨 펫하우스 청담","서울특별시 강남구 삼성동","322000004920190078","322000003720190078"
"1188"," 미용","꿈에 개린","서울특별시 강남구 역삼동","322000004920190076","322000003720190076"
"1189"," 미용","페스츄리(PETS TREE)","서울특별시 강남구 역삼동","322000004920190071","322000003720190071"
"1190"," 미용","샤워하는 강아지","서울특별시 강남구 역삼동","322000004920190069","322000003720190069"
"1191"," 미용","필스타","서울특별시 강남구 신사동","322000004920190066","322000003720190066"
"1192"," 미용","한동물병원","서울특별시 강남구 개포동","322000004920190064","322000003720190064"
"1193"," 미용","프랑소와펫(압구정점)","서울특별시 강남구 압구정동","322000004920190058","322000003720190058"
"1194"," 미용","마이펫동물의료센터","서울특별시 강남구 삼성동","322000004920190055","322000003720190055"
"1195"," 미용","에이드동물병원","서울특별시 강남구 신사동","322000004920190052","322000003720190052"
"1196"," 미용","츄츄동물병원","서울특별시 강남구 역삼동","322000004920190050","322000003720190050"
"1197"," 미용","엘리스펫","서울특별시 강남구 대치동","322000004920190047","322000003720190047"
"1198"," 미용","24시청담우리동물병원","서울특별시 강남구 삼성동","322000004920190042","322000003720190042"
"1199"," 미용","쓰담쓰담","서울특별시 강남구 역삼동","322000004920190040","322000003720190040"
"1200"," 미용","논현애견？","서울특별시 강남구 논현동","322000004920190039","322000003720190039"
"1201"," 미용","에이컷","서울특별시 강남구 삼성동","322000004920190037","322000003720190037"
"1202"," 미용","그레이스펫그루밍스튜디오","서울특별시 강남구 논현동","322000004920190036","322000003720190036"
"1203"," 미용","충현동물병원","서울특별시 강남구 논현동","322000004920190034","322000003720190034"
"1204"," 미용","개포별빛동물병원","서울특별시 강남구 개포동","322000004920190033","322000003720190033"
"1205"," 미용","수정동물병원","서울특별시 강남구 일원동","322000004920190028","322000003720190028"
"1206"," 미용","수서동물병원","서울특별시 강남구 수서동","322000004920190021","322000003720190021"
"1207"," 미용","나은동물병원","서울특별시 강남구 개포동","322000004920190017","322000003720190017"
"1208"," 미용","곰스살롱","서울특별시 강남구 논현동","322000004920190013","322000003720190013"
"1209"," 미용","래이동물의료센터","서울특별시 강남구 대치동","322000004920190010","322000003720190010"
"1210"," 미용","개스타일","서울특별시 강남구 삼성동","322000004920190009","322000003720190009"
"1211"," 미용","튼튼동물병원","서울특별시 강남구 압구정동","322000004920190007","322000003720190007"
"1212"," 미용","도기도기","서울특별시 강남구 논현동","322000004920190003","322000003720190003"
"1213"," 미용","개in공방","서울특별시 강남구 개포동","322000004920190001","322000003720190001"
